,target,input-data,num_char,num_words,num_sent,cleaned_text
230,0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,109,24,2,gandhipuram walk cross cut road right ltgt street turn
231,0,Dear we are going to our rubber place,37,8,1,dear go rubber place
232,0,"Sorry battery died, yeah I'm here",33,8,3,sorri batteri die yeah m
233,0,Yes:)here tv is always available in work place..,48,9,1,yesher tv avail work place
234,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,37,4,text meet sexi today u find date flirt join p repli age eg sam msg recdthirtyeight penc
235,0,I have printed it oh. So  &lt;#&gt;  come upstairs,50,14,3,print oh ltgt come upstair
236,0,Or ill be a little closer like at the bus stop on the same street,65,15,1,ill littl closer like bu stop street
237,0,Where are you?when wil you reach here?,38,8,1,youwhen wil reach
238,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,38,3,new theori argument win d situat lose person nt argu ur friend kick amp m correct
239,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,29,1,u secret admir look contact ufind rreveal think ur specialcal
240,0,Tomarrow final hearing on my laptop case so i cant.,51,12,1,tomarrow final hear laptop case nt
241,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,7,1,pleassssssseeeee tel v avent sportsx
242,0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",83,21,3,okay shine meant sign sound better
243,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",155,37,2,told u dat m baig face watch like e gave co fr thanx uve today touch
244,0,U don't remember that old commercial?,37,8,1,u nt rememb old commerci
245,0,Too late. I said i have the website. I didn't i have or dont have the slippers,78,21,3,late said websit nt slipper
246,0,I asked you to call him now ok,30,8,1,ask ok
247,0,Kallis wont bat in 2nd innings.,31,8,1,kalli wo nt bat nd inning
248,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,35,5,nt work oh ok goodnight ill fix readi time wake dearli miss good night sleep
249,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,25,2,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc wwwldewcomwinppmxag
250,0,Ranjith cal drpd Deeraj and deepak 5min hold,44,8,1,ranjith cal drpd deeraj deepak min hold
251,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,41,4,wen ur lovabl bcum angri wid u dnt serious coz d childish n true way show deep affect care luv kettoda manda nice day da
252,0,What you doing?how are you?,27,6,1,doinghow
253,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,40,2,up day ship compani take wk way usp week get lag bribe nipost stuff
254,0,"I'm back, lemme know when you're ready",38,10,1,m lemm know readi
255,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,20,1,nt necessarili expect m headin
256,0,Mmm so yummy babe ... Nice jolt to the suzy,43,10,2,mmm yummi babe nice jolt suzi
257,0,Where are you lover ? I need you ...,36,9,2,lover need
258,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,31,5,tri contact repli offer video handset anytim network min unlimit text camcord
259,0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,74,20,2,park mini come today think
260,0,Yup,3,1,1,yup
261,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,22,3,m go shop co si dun disturb u liao
262,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,14,3,luton ring ur h
263,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121,25,1,hey horni want chat nake text hot charg pm unsubscrib stop
264,0,Why you Dint come with us.,26,7,1,dint come
265,0,Same. Wana plan a trip sometme then,35,8,2,wana plan trip sometm
266,0,"Not sure yet, still trying to get a hold of him",47,12,1,sure tri hold
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,34,6,ur rington servic chang free credit clubmobilescom choos content stop txt club pwk po box mk wt
268,0,The evo. I just had to download flash. Jealous?,47,12,3,evo download flash jealou
269,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,27,2,rington club uk singl chart mobil week choos qualiti messag free charg
270,0,"Come to mu, we're sorting out our narcotics situation",53,11,1,come mu sort narcot situat
271,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,32,2,night end day morn come special way smile like sunni ray leav worri blue bay
272,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,32,4,hmv bonu special pound genuin voucher won answer easi question play send infowwwpercentrealcom
273,0,"Usf I guess, might as well take 1 car",37,10,1,usf guess car
274,0,No objection. My bf not coming.,31,8,2,object bf come
275,0,Thanx...,8,2,1,thanx
276,0,Tell rob to mack his gf in the theater,38,9,1,tell rob mack gf theater
277,0,"Awesome, I'll see you in a bit",30,9,1,awesom ill bit
278,0,Just sent it. So what type of food do you like?,47,13,2,sent type food like
279,0,All done? All handed in? Celebrations in full swing yet?,56,13,3,hand celebr swing
280,0,You got called a tool?,22,6,1,got call tool
281,0,\Wen u miss someone,19,4,1,wen u miss
282,0,Ok. I asked for money how far,29,8,2,ok ask money far
283,0,Okie...,7,2,1,oki
284,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121,28,1,yeah think usual guy pas night ahold anybodi let know ill throw
285,0,"K, I might come by tonight then if my class lets out early",58,14,1,k come tonight class let earli
286,0,Ok..,4,2,1,ok
287,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,38,2,hi babi m cruisin girl friend r u hour home s alright fone love jenni xxx
288,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,41,1,life mean lot love peopl world call friend ge
289,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,26,1,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good real sen
290,0,Hey you told your name to gautham ah?,37,9,1,hey told gautham ah
291,0,Haf u found him? I feel so stupid da v cam was working.,55,15,2,haf u found feel stupid da v cam work
292,0,Oops. 4 got that bit.,21,7,2,oop got bit
293,0,Are you this much buzy,22,5,1,buzi
294,0,I accidentally deleted the message. Resend please.,50,9,2,accident delet messag resend
295,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,159,35,3,tmobil custom claim free camera phone upgrad pay sim card loyalti offer end thfebtc appli
296,0,Unless it's a situation where YOU GO GURL would be more appropriate,67,13,1,situat gurl appropri
297,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,39,4,hurt tea cri end life die plz rose grave stupid miss u nice day bslvyl
298,0,I cant pick the phone right now. Pls send a message,51,13,2,nt pick phone right pl send messag
299,0,Need a coffee run tomo?Can't believe it's that time of week already,67,13,1,need coffe run tomoc believ time week
300,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",88,19,1,awesom rememb time got somebodi high diesel v
301,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,37,3,shit shock scari nt imagin second def night u think crash save taxi
302,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,91,23,2,oh way food fridg want meal tonight
303,0,He is a womdarfull actor,24,5,1,womdarful actor
304,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,36,7,sm ac blind date u rodd m aberdeen unit kingdom check httpimg acwicmbcktzr send hide
305,0,Yup... From what i remb... I think should be can book... ,57,14,2,yup remb think book
306,0,Jos ask if u wana meet up?,26,8,1,jo ask u wana meet
307,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,71,17,2,lol ye friendship hang thread caus u wo nt buy stuff
308,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,30,1,themob check newest select content game tone gossip babe sport mobil fit funki text wap
309,0,Where are the garage keys? They aren't on the bookshelf,55,12,2,garag key nt bookshelf
310,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,27,4,today accept dayu brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
311,1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",134,32,3,think ur smart win week weekli quiz text play nowtc winnersclub po box m uz gbpweek
312,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,119,27,1,say hell friend got money s definit buy end week
313,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",142,37,3,hi way u day normal waythi real ur uniquei hope know rest mylif find wot lost
314,0,You made my day. Do have a great day too.,41,12,2,day great
315,0,K.k:)advance happy pongal.,26,4,1,kkadvanc happi pongal
316,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",119,30,4,hmmm guess kb n power yoga haha dunno tahan anot thk got lo oso forgot liao
317,0,"Not really dude, have no friends i'm afraid :(",46,11,1,dude friend m afraid
318,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,157,30,4,decemb mobil mth entitl updat latest colour camera free co
319,0,"Coffee cake, i guess...",23,6,1,coffe cake guess
320,0,"Merry Christmas to you too babe, i love ya *kisses*",51,13,1,merri christma babe love ya kiss
321,0,Hey... Why dont we just go watch x men and have lunch... Haha ,62,16,2,hey nt watch x men lunch haha
322,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,107,31,2,cud u tell ppl m gona b bit l co buse hav gon past waitin pete x
323,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,157,36,5,great guild meet bristol road touch weekend plan flight good week
324,0,No problem. How are you doing?,30,8,2,problem
326,0,Hi da:)how is the todays class?,31,7,1,hi dahow today class
327,0,"I'd say that's a good sign but, well, you know my track record at reading women",79,20,1,d s good sign know track record read woman
328,0,"Cool, text me when you're parked",32,8,1,cool text park
329,0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,86,23,3,m read text sent meant joke light
